SWID	OfficialNames	Isomeric Smiles	PubChem IDs	KEGG IDs	ChemSpider, IDs	DrugBank IDs	ChEBI IDs	Synonyms
SW03441	Indian Approved Name=testosterone undecanoate	CCCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C	65157	D06087	58664			testosterone undecanoate<>3,andriol<>3,undestor<>2,testosterone undecylate<>2,nebido<>2,pantestone<>1,227-712-6[einecs]<>1,5949-44-0[rn]<>1,einecs 227-712-6<>1,17beta-hydroxyandrost-4-en-3-one undecanoate<>1,(17b)-3-oxoandrost-4-en-17-yl undecanoate<>1,restandol<>1,c010792<>1,t undecanoate<>1,testosterone<>1,4-08-00-00981 (beilstein handbook reference)[beilstein]<>1,brn 3176734<>1
SW03442	Traditional Herbal Isolate=amygdalin	c1ccc(cc1)[C@H](C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O	656516		570897		CHEBI:17019	(r)-amygdaloside<>2,(r)-amygdalin<>2,(r)-laenitrile<>2,d-amygdalin<>2,glucoprunasin<>1,208-532-7[einecs]<>1,laetrile[wiki]<>1,vitamin b17<>1,mandelonitrile gentiobioside<>1,phenyl-[3,4,5-trihydroxy-6-(3,4,5-trihydroxy-6-hydroxymethyl-tetrahydro-pyran-2-yloxymethyl)-tetrahydro-pyran-2-yloxy]-acetonitrile<>1,51371-34-7[rn]<>1,mandelonitrile b-glucuronide<>1,249-925-3[einecs]<>1,tl8002322<>1,[(6-o-b-d-glucopyranosyl-b-d-glucopyranosyl)oxy]benzeneacetonitrile<>1,amygdaloside<>1,68784-74-7[rn]<>1,29883-15-6[rn]<>1,d-mandelonitrile-b-d-glucosido-6-b-d-glucoside<>1,s2260_selleck<>1,532-28-5[rn]<>1,chebi:17019<>1,d(-)-mandelonitrile-beta-d-gentiobioside<>1,amygdalin: benzeneacetonitrile,-[(6-o--d-glucopyranosyl--d-glucopyranosyl)oxy]-,(r)-<>1,amygdalin[wiki]<>1,29883-15-6<>1,66856[beilstein]<>1,(2r)-phenyl{[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-({[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2h-pyran-2-yl]oxy}methyl)tetrahydro-2h-pyran-2-yl]oxy}acetonitrile<>1,1332-94-1[rn]<>1,(2r)-phenyl{[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-({[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2h-pyran-2-yl]oxy}methyl)tetrahydro-2h-pyran-2-yl]oxy}acetonitril<>1,ac1lcv4a<>1,mandelonitrile-b-gentiobioside<>1,amygdalin<>1
SW03443	FDA Approved Drug=LEVOMEFOLATE CALCIUM	CN1c2c([nH]c(nc2=O)N)NC[C@@H]1CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]	15341110	D09354				levomefolate calcium<>2,metafolin (tn)<>1,levomefolinate calcium<>1,bay86-7660<>1,151533-22-1<>1,chembl1615371<>1,unii-a9r10k3f2f<>1,calcium levomefolate<>1,levomefolate calcium (usan)<>1,ac-7457<>1,metafolin<>1
SW03444	NPC Approved Name=osutidine	C[NH2+]Cc1ccc(o1)CSCCN/C(=N\C[C@@H](c2ccc(cc2)O)O)/NS(=O)(=O)C	443889		391972			methanesulfonamide, n-[(1e)-[[(2r)-2-hydroxy-2-(4-hydroxyphenyl)ethyl]amino][[2-[[[5-[(methylamino)methyl]-2-furanyl]methyl]thio]ethyl]amino]methylene]-<>1,140695-21-2[rn]<>1,akos015961956<>1,2-[(2r)-2-hydroxy-2-(4-hydroxyphenyl)ethyl]-1-[2-[[5-(methylaminomethyl)furan-2-yl]methylsulfanyl]ethyl]-3-methylsulfonylguanidine<>1,ac1l9fe6<>1,ac-15530<>1,osutidine (jan/inn)<>1,n-[(e)-{[(2r)-2-hydroxy-2-(4-hydroxyphenyl)ethyl]amino}({2-[({5-[(methylamino)methyl]-2-furyl}methyl)sulfanyl]ethyl}amino)methylene]methanesulfonamide<>1,osutidine<>1,d01193<>1,140695-21-2<>1,n-[(e)-{[(2r)-2-hydroxy-2-(4-hydroxyphenyl)ethyl]amino}({2-[({5-[(methylamino)methyl]furan-2-yl}methyl)sulfanyl]ethyl}amino)methylidene]methanesulfonamide<>1
SW03445	NPC Approved Name=apafant	Cc1nnc2n1C3C(C=C(S3)CCC(=O)N4CCOCC4)C(=NC2)c5ccccc5Cl	23724810	D01652				apafant (jan/usan/inn)<>1,chebi:273828<>1,apafant<>1,d01652<>1
SW03446	Traditional Herbal Isolate=d-gallocatechol	c1c(cc(c(c1O)O)O)[C@H]2[C@@H](Cc3c(cc(cc3O2)O)O)OC(=O)c4cc(c(c(c4)O)O)O	199472		172662			(-)-gallocatechol gallate<>2,gallocatechin gallate<>2,(-)-gallocatechin gallate<>2,4233-96-9[rn]<>1,chembl264938<>1,(2s,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2h-chromen-3-yl 3,4,5-trihydroxybenzoate<>1,ac1l57gg<>1,gallocatechol, 3-gallate, (-)- (8ci)<>1,ambap4233-96-9<>1,(2s,3r)-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-1(2h)-benzopyran-3,5,7-triol 3-(3,4,5-trihydroxybenzoate)<>1,benzoic acid<>1,-gallocatechingallate<>1,4233-96-9<>1,(-)-gallocatechin gallate (gcg)<>1,ccris 9286<>1,benzoic acid, 3,4,5-trihydroxy-, 3,4-dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2h-1-benzopyran-3-yl ester, (2s-trans)-<>1,g6782_sigma<>1,benzoic acid, 3,4,5-trihydroxy-, (2s,3r)-3,4-dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2h-1-benzopyran-3-yl ester<>1
SW03447	Traditional Herbal Isolate=epicatechin gallate	c1c(cc(c(c1O)O)O)[C@@H]2[C@@H](Cc3c(cc(cc3O2)O)O)OC(=O)c4cc(c(c(c4)O)O)O	65064		58575			epigallocatechin 3-gallate<>2,epigallocatechin-3-gallate<>2,teavigo<>2,(-)-epigallocatechin-3-o-gallate<>2,989-51-5<>2,(-)-epigallocatechin gallate<>2,tea catechin<>2,egcg<>2,(-)-epigallocatechin gallat[german]<>1,epigallocic acid<>1,(-)-epigallocatechin gallate (egcg)<>1,epigallocatechol, 3-gallate, (-)-<>1,egcg cpd<>1,3658838[beilstein]<>1,()-epigallocatechin<>1,epigallocatechin gallate<>1,epigallo-catechin gallate<>1,(-)-epigallocatechin 3-gallate<>1,(-)-epigallocatechin gallate hydrate<>1,catechin deriv.<>1,(-)-epigallocatechin 3-o-gallate<>1,[(2r,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl]3,4,5-trihydroxybenzoate<>1,epigallocatechin-3-monogallate<>1,galloyl-l-epigallocatechol<>1,c045651<>1,3,4,5-trihydroxybenzoic acid (2r-cis)-3,4-dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2h-1-benzopyran-3-yl ester<>1,(2r,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl 3,4,5-trihydroxybenzoate<>1,(-)-egcg<>1,epigallocate<>1,(2r,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2h-chromen-3-yl-3,4,5-trihydroxybenzoat[german]<>1,epigallocatechin gallate[wiki]<>1,benzoic acid, 3,4,5-trihydroxy-, (2r,3r)-3,4-dihydro-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-2h-1-benzopyran-3-yl ester<>1,-epigallocatechingallate<>1,989-51-5[rn]<>1,epigallocatechin (-)- gallate<>1,(-)epigallocatechin gallate with hplc<>1,(2r,3r)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2h-chromen-3-yl 3,4,5-trihydroxybenzoate[acd/iupac name]<>1,(-)-epigallocatechol gallate<>1
SW03448	China Approved Name=oxytetracycline,Indian Approved Name=oxytetracycline,FDA Approved Drug=OXYTETRACYCLINE;OXYTETRACYCLINE CALCIUM;OXYTETRACYCLINE HYDROCHLORIDE	C[C@]1(c2cccc(c2C(=O)C3=C([C@]4([C@@H]([C@H]([C@@H]31)O)[C@@H](C(=C(C4=O)C(=O)N)[O-])[NH+](C)C)O)[O-])[O-])O		D00205,D05322,D01596	10482174,10482178	DB00595	CHEBI:27701	terramycin<>10,oxytetracycline<>8,oxytetracycline anhydrous<>8,oxytetracycline hcl<>6,16s ribosomal ribonucleic acid<>5,6153-64-6[rn]<>4,201-212-8[einecs]<>4,2058-46-0[rn]<>4,oxytetracycline hydrochloride[jan]<>4,oxytetracycline[wiki][inn]<>4,terramycin[wiki]<>4,79-57-2[rn]<>4,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydro-2-tetracencarboxamid<>3,(4s,5s,6s,12as,4ar,5ar)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-4,5,6,12a,4a,5a-hexahydronaphthacene-2-carboxamide<>3,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamide<>3,terramicin<>3,oxitetracyclin<>3,oxyterracyne<>3,oxytetracycline (anhydrous)<>3,tarosin<>3,oxtc<>3,oxymykoin<>3,4-14-00-02633<>3,terramitsin<>3,vendracin<>3,terramycin q50<>3,calcium oxytetracycline<>3,oxytetracid<>3,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracen-2-carboxamid<>3,riomitsin<>3,pennox 200<>3,oxytetracyclinum [inn_la]<>3,glomycin<>3,geotilin<>3,terrafungine<>3,tarocyn<>3,dabicycline<>3,5-hydroxytetracycline<>3,tetramel<>3,hi-tet<>3,[4s-(4a,4aa,5a,5aa,6b,12aa)]-4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-2-naphthacenecarboxamide<>3,oxyterracin<>3,ursocycline<>3,oxy-kesso-tetra<>3,oxacycline<>3,oksisyklin<>3,oxytetracyclinum<>3,stevacin<>3,solkaciclina<>3,ursocyclin<>3,oxytetracyclin<>3,ogye selective supplement; oxytetracycline<>3,fanterrin<>3,oxytetracycline amphoteric<>3,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydro-2-tetracenecarboxamide<>3,proteroxyna<>3,biostat pa<>3,lenocycline<>3,biostat<>3,ryomycin<>3,teravit<>3,oxitetraciclina<>3,tetraplex<>3,2-naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, (4s,4ar,5s,5ar,6s,12as)-<>3,hydroxytetracycline<>3,oxatets<>3,antibiotic tm 25<>3,79-57-2 (anhydrous)<>3,oxysteclin<>3,liquamycin la 200<>3,adamycin<>3,oxypan<>3,oxypam<>3,mycoshield tmqthc 20<>3,microtet<>3,oxytetra selective supplement<>3,oxyterracine<>3,15251-48-6[rn]<>3,7179-50-2[rn]<>3,oxytetral<>1,uri-tet<>1,oxytetrin<>1,liquachel<>1,aquacycline<>1,dalinmycin<>1,6153-64-6, 79-57-2 [anhydrous]<>1,biosolvomycin<>1,oxytetracycline.hcl<>1,ia-loxin<>1,5-hydroxytetracycline monohydrochloride<>1,macodyn<>1,alamycin<>1,2-naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, (4s,4ar,5s,5ar,6s,12as)-, monohydrochloride<>1,engemycin<>1,oxyject<>1,intaloxin<>1,biotet<>1,oxytracyl<>1,bi steclin<>1,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydro-2-tetracenecarboxamidehydrochloride (1:1)<>1,vendarcin<>1,mepatar<>1,chrysocin<>1,otetryn<>1,tetran<>1,oxlopar<>1,oxytetracyclinehydrochloride<>1,hydrocyclin<>1,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamidehydrochloride<>1,oxybiocycline<>1,stecsolin<>1,oxytetracycline calcium<>1,toxinal<>1,tetra-tablinen<>1,5-hydroxytetracycline hydrochloride<>1,oxy-dumocyclin<>1,6153-64-6, 79-57-2<>1,oxytetracycline hydrochloride<>1,218-161-2[einecs]<>1,oxy-tet 50<>1,oxy-terachel<>1,liquamycin injectable<>1,terraject<>1,terramycin hydrochloride<>1,2-naphthacenecarboxamide, 4-(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-, (4s,4ar,5s,5ar,6s,12as)-, hydrochloride (1:1)<>1,bisolvomycin<>1,oxy-rivo<>1,5-oxytetracycline hydrochloride<>1,oxy ws<>1,oxyject 100<>1,dalimycin<>1,tm 5 (van)<>1,(4s,5s,6s,12as,4ar,5ar)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-4,5,6,12a,4a,5a-hexahydronaphthacene-2-carboxamide, chloride<>1,geomycin<>1,oxamycen<>1,oxyvet<>1,gynamousse<>1,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracen-2-carboxamidhydrochlorid<>1,tm 5<>1,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydrotetracene-2-carboxamidehydrochloride (1:1)<>1,(4s,4ar,5s,5ar,6s,12as)-4-(dimethylamino)-3,5,6,10,12,12a-hexahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydro-2-tetracenecarboxamidehydrochloride<>1,elinton<>1,oxy-de 250<>1,macocyn<>1
SW03449	Traditional Herbal Isolate=kadsurin	C[C@@H]1Cc2cc(c(c(c2-c3c(cc4c(c3OC)OCO4)[C@@H]([C@@H]1C)OC(=O)C)OC)OC)OC	171064		149552			kadsurin<>2,51670-40-7<>1,benzo(3,4)cycloocta(1,2-f)(1,3)benzodioxol-8-ol, 5,6,7,8-tetrahydro-1,2,3,13-tetramethoxy-6,7-dimethyl-, acetate, stereoisomer(van)<>1,ac1l56rz<>1,51670-40-7[rn]<>1,chembl559796<>1,benzo(3<>1
SW03450	NPC Approved Name=ribostamycin	C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1[NH3+])O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C[NH3+])O)O)[NH3+])O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)O)[NH3+]		D08478			CHEBI:10003	ribostamycin<>1
SW03451	FDA Approved Drug=CERIVASTATIN SODIUM	CC(C)c1c(c(c(c(n1)C(C)C)/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c2ccc(cc2)F)COC	446156	D00889	4444549	DB00439	CHEBI:3558	cerivastatin sodium<>3,cerivastatin<>2,rivastatin<>2,6-heptenoic acid<>2,(3r<>2,baycol<>2,hsdb 7357<>1,lipobay<>1,baycol (tn)<>1,certa<>1,baycol[wiki]<>1,cervastatin<>1,6-heptenoic acid,7-[4-(4-fluorophenyl)-5-(methoxymethyl)-2,6-bis(1-methylethyl)-3-pyridinyl]-3,5-dihydroxy-, sodiumsalt, (3r,5s,6e)-(1:1)<>1,145599-86-6[rn]<>1,(3r,5s,6e)-7-(4-(4-fluorophenyl)-5-(methoxymethyl)-2,6-bis(1-methylethyl)-3-pyridinyl)-3,5-dihydroxy-6-heptenoic acidsodium salt<>1,<>1,sodium (3r,5s,6e)-7-[4-(4-fluorophenyl)-2,6-diisopropyl-5-(methoxymethyl)-3-pyridinyl]-3,5-dihydroxy-6-heptenoate<>1,(e<>1,sodium (3r,5s,6e)-7-[4-(4-fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]-3,5-dihydroxyhept-6-enoate<>1,chebi:3558<>1,bay w 6228<>1,143201-11-0[rn]<>1,cerivastatin[wiki]<>1,sodium (e,3r,5s)-7-[4-(4-fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)pyridin-3-yl]-3,5-bis(oxidanyl)hept-6-enoate<>1,6-heptenoic acid,7-(4-(4-fluorophenyl)-5-(methoxymethyl)-2,6-bis(1-methylethyl)-3-pyridinyl)-3,5-dihydroxy-, monosodium salt,(3r,5s,6e)-<>1,cerivastatin, sodium salt<>1,(+)-sodium (3r,5s,6e)-7-(4-(p-fluorophenyl)-2,6-diisopropyl-5-(methoxymethyl)-3-pyridyl)-3,5-dihydroxy-6-heptenoate<>1,143201-12-1[rn]<>1,lipobay[wiki]<>1,145599-86-0<>1,145599-86-6<>1,sodium (e,3r,5s)-7-[4-(4-fluorophenyl)-5-(methoxymethyl)-2,6-di(propan-2-yl)-3-pyridinyl]-3,5-dihydroxy-6-heptenoate<>1,sodium (3r,5s,6e)-7-[4-(4-fluorophenyl)-2,6-diisopropyl-5-(methoxymethyl)pyridin-3-yl]-3,5-dihydroxyhept-6-enoate<>1,[s-[r*,s*-(e)]]-7-[4-(4-fluorophenyl)-5-(methoxymethyl)-2,6-bis(1-methylethyl)-3-pyridinyl]-3,5-dihydroxy-6-heptenoicacid sodium salt<>1,7-(4-(4-fluorophenyl)-2,6-diisopropyl-5-(methoxymethyl)pyrid-3-yl)-3,5-dihydroxy-6-heptenoate sodium salt<>1,bay-w-6228<>1,ec 1.1.1.34<>1,cerivastatin sodium (jan/usan)[jan][usan]<>1,6-heptenoic acid,7-(4-(4-fluorophenyl)-5-(methoxymethyl)-2,6-bis(1-methylethyl)-3-pyridinyl)-3,5-dihydroxy-, monosodium salt,(s-(r*,s*-(e)))-<>1,hmg-coa reductase<>1
SW03452	Traditional Herbal Isolate=irridoid glycoside-sambacin;lepitidine glycoside;glycoside pharbitin;glycoside rhaphantin	CC(=O)OC1CC2(C(CCC3(C2(CCC3c4ccc(=O)oc4)O)C)C5(C1=CC(CC5)O)C)O	222160		192840			scillirosidin glycoside<>8,nsc-7534<>4,nsc7534<>4,507-59-5<>4,ar-1g9879<>4,6-(acetyloxy)-3<>4,scillirosidin, glycoside<>4,ac1q6at7<>4,neuro_000007<>4,ac1l5be3<>4,scillirosidin<>4,507-59-5[rn]<>4
SW03453	FDA Approved Drug=PREDNISOLONE TEBUTATE	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@]34C)O	93055	D00982	84007			pregna-1<>2,hydeltra-t.b.a.<>2,hydeltra-tba<>2,prednisolone 21-tert-butylacetate<>2,prednisolone tebutate<>2,231-661-5[einecs]<>1,einecs 231-661-5<>1,7681-14-3[rn]<>1,prednisolone tebutate[usp][jan]<>1,predalone t.b.a.<>1,hydeltra-tba (tn)<>1,prednisolone butyl acetete<>1,11beta<>1,prednisolone butylacetate<>1,hydeltra-t.b.a<>1,7681-14-3<>1,11b,17,21-trihydroxypregna-1,4-diene-3,20-dione 21-(3,3-dimethylbutyrate)<>1,predalone t.b.a<>1
SW03454	Traditional Herbal Isolate=sophoranochromene	CC(=CCc1cc(cc2c1OC(C=C2)(C)C)[C@@H]3CC(=O)c4ccc(c(c4O3)CC=C(C)C)O)C	5321396		4479148			ac1nt0h3<>1,(2s)-2-[2<>1,sophoranochromene<>1
SW03455	Indian Approved Name=centchroman;ormeloxifene	CC1([C@@H]([C@H](c2ccc(cc2O1)OC)c3ccc(cc3)OCC[NH+]4CCCC4)c5ccccc5)C	154413	D08301	136040			centron (tn)<>2,ac1l4c8c<>2,ormeloxifene<>2,unii-44axy5ve90<>2,ac1q4ds7<>2,centron<>2,ormeloxifene [inn]<>2,31477-60-8<>2,d08301<>2,surecn6863582<>2,ormeloxifene (inn)<>2,chembl284200<>2,pyrrolidine, 1-(2-(4-((3s,4s)-3,4-dihydro-7-methoxy-2,2-dimethyl-3-phenyl-2h-1-benzopyran-4-yl)phenoxy)ethyl)-<>1,78994-24-8[rn]<>1,1-{2-[4-(7-methoxy-2,2-dimethyl-3-phenyl-chroman-4-yl)-phenoxy]-ethyl}-pyrrolidine<>1,1-(2-{4-[(3s,4s)-7-methoxy-2,2-dimethyl-3-phenyl-3,4-dihydro-2h-chromen-4-yl]phenoxy}ethyl)pyrrolidine[acd/iupac name]<>1,1-[2-[4-[(3s,4s)-7-methoxy-2,2-dimethyl-3-phenylchroman-4-yl]phenoxy]ethyl]pyrrolidine<>1,78994-25-9[rn]<>1,pyrrolidine, 1-[2-[4-[(3s,4s)-3,4-dihydro-7-methoxy-2,2-dimethyl-3-phenyl-2h-1-benzopyran-4-yl]phenoxy]ethyl]-<>1,ormeloxifene[wiki][inn]<>1,(- )-1-(2-(p-(trans-7-methoxy-2,2-dimethyl-3-phenyl-4-chromanyl)phenoxy)ethyl)pyrrolidine<>1,1-{2-[4-((3s,4s)-7-methoxy-2,2-dimethyl-3-phenyl-chroman-4-yl)-phenoxy]-ethyl}-pyrrolidine<>1
SW03456	Traditional Herbal Isolate=primulagenin a	C[C@]12CC[C@@H](C([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)CO)O)C)C)(C)C)O	10004345		8179925			primulagenin a<>1,primulagenin<>1,chembl496854<>1
SW03457	Traditional Herbal Isolate=lycoclavanol	C[C@@]12CCC3[C@@](C1CC[C@H]4C(=CC[C@@H]5C4(CC[C@H](C5(C)C)O)C)C2)(CCC([C@]3(C)CO)O)C	5319121		4477506			lycoclavanol<>1
SW03458	Traditional Herbal Isolate=paraaspidin	CCCC(=O)c1c(c(c(c(c1O)CC2=C(C(C(=O)C(=C2[O-])C(=O)CCC)(C)C)O)OC)C)O	13808		13211			p-aspidin<>2,p-aspidin bb<>2,paraaspidin<>2,butyrophenone, 3'-((5-butyryl-2,4-dihydroxy-3,3-dimethyl-6-oxo-1,4-cyclohexadien-1-yl)methyl)-2',6'-dihydroxy-4'-methoxy-5'-methyl-<>1,3-08-00-04399 (beilstein handbook reference)[beilstein]<>1,ls-48298<>1,989-54-8[rn]<>1,butyrophenone<>1,brn 2230587<>1,989-54-8<>1,3-08-00-04399 (beilstein handbook reference)<>1,2-butanoyl-4-(3-butanoyl-2<>1,para-aspidin<>1,ac1l22j2<>1
SW03459	NPC Approved Name=prednisolone succinate	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CCC(=O)[O-])O)CCC4=CC(=O)C=C[C@]34C)O	656804	D02156				prednisolone succinate<>2,prednisolone hemisuccinate<>2,prednisolone hemisuccinate [usp]<>1,4-[2-[(8s<>1,prednisolut<>1,2920-86-7<>1,prednisolone hemisuccinate (usp)<>1,prednisolone bisuccinate<>1,solu-delta-cortef<>1,prednisolone 21-hemisuccinate<>1
SW03460	Indian Approved Name=astemizole	COc1ccc(cc1)CC[NH+]2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(cc5)F	2247	D00234	2160		CHEBI:2896	hismanal<>3,histaminos<>2,astemison<>2,astemizole<>2,retolen<>2,kelp<>2,laridal<>2,histamen<>2,paralergin<>2,alermizol<>2,1-((4-fluorophenyl)methyl)-n-(1-(2-(4-methoxyphenyl)ethyl)-4-piperidinyl)- 1h-benzimidazol-2-amine<>1,astemisan<>1,astemizole [usan:ban:inn][inn][usan]<>1,benzimidazole, 1-(p-fluorobenzyl)-2-((1-(2-(p-methoxyphenyl)ethyl)piperid-4-yl)amino)-<>1,astemisol<>1,cas-68844-77-9<>1,metodih<>1,waruzol<>1,{1-[(4-fluorophenyl)methyl]benzimidazol-2-yl}{1-[2-(4-methoxyphenyl)ethyl](4-piperidyl)}amine<>1,1-[(4-fluorophenyl)methyl]-n-(1-{2-[4-(methyloxy)phenyl]ethyl}piperidin-4-yl)-1h-benzimidazol-2-amine<>1,68844-77-9[rn]<>1,hestazol<>1,gnf-pf-2461<>1,astemizolum [inn_la]<>1,[1-(4-fluoro-benzyl)-1h-benzoimidazol-2-yl]-{1-[2-(4-methoxy-phenyl)-ethyl]-piperidin-4-yl}-amine<>1,[68844-77-9]<>1,novo-mastizol a<>1,nono-nastizol a<>1,hismanal (tn)<>1,1h-benzimidazol-2-amine, 1-((4-fluorophenyl)methyl)-n-(1-(2-(4-methoxyphenyl)ethl)-4-piperidinyl)-<>1,histazol<>1,1-(4-fluorobenzyl)-n-(1-(4-methoxyphenethyl)piperidin-4-yl)-1h-benzo[d]imidazol-2-amine<>1,metodik<>1,1-[(4-fluorophenyl)methyl]-n-[1-[2-(4-methoxyphenyl)ethyl]-4-piperidinyl]-1h-benzimidazol-2-amine<>1,astemizole[wiki]<>1,1-(p-fluorobenzyl)-2-((1-(2-(p-methoxyphenyl)ethyl)piperid-4-yl)amino)benzimidazole<>1,1-(p-fluorobenzyl)-2-[[1-(p-methoxyphenethyl)-4-piperidyl]amino]benzimidazole<>1,1-(4-fluorobenzyl)-n-{1-[2-(4-methoxyphenyl)ethyl]piperidin-4-yl}-1h-benzimidazol-2-amine<>1,1-[(4-fluorophenyl)methyl]-n-[1-[2-(4-methoxyphenyl)ethyl]-4-piperidyl]benzoimidazol-2-amine<>1,astemizolum[latin]<>1,1h-benzimidazol-2-amine, 1-((4-fluorophenyl)methyl)-n-(1-(2-(4-methoxyphenyl)ethyl)-4-piperidinyl)-<>1,1-(4-fluorobenzyl)-2-(1-[4-methoxyphenethyl]piperidin-4-yl)aminobenzimidazole<>1,1-((4-fluorophenyl)methyl)-n-(1-(2-(4-methoxyphenyl)ethyl)-4-piperidinyl)-1h-b<>1,1-(4-fluorobenzyl)-2-(1-(4-methoxyphenethyl)piperidin-4-yl)aminobenzimidazole<>1,68844-77-9<>1,1-(4-fluorobenzyl)-n-{1-[2-(4-methoxyphenyl)ethyl]-4-piperidinyl}-1h-benzimidazol-2-amine[acd/iupac name]<>1,1-(p-fluorobenzyl)-2-((1-(p-methoxyphenethyl)-4-piperidyl)amino)benzimidazole<>1,68844-79-9<>1,wareezol<>1,astemizol[german]<>1,272-441-9[einecs]<>1,1h-benzimidazol-2-amine, 1-[(4-fluorophenyl)methyl]-n-[1-[2-(4-methoxyphenyl)ethyl]-4-piperidinyl]-<>1,[1-(4-fluoro-benzyl)-1h-benzoimidazol-2-yl]-{1-[2-(4-methoxy-phenyl)-ethyl]-piperidin-4-yl}-amine(astemizole)<>1
